,PROPERTY_ID,DATE,WiFi Occupants,Workpoint Capacity
4267,AUBALLAR,2020-10-27,15,362
4268,TWNAKANG,2020-10-27,0,286
4269,CNZGCDBW,2020-10-27,145,2742
4270,NRA1933,2020-10-27,1,500
4271,TWNAKANG,2020-10-26,0,286
4272,AUBALLAR,2020-10-26,23,362
4273,US151870,2020-10-26,0,228
4274,CNZGCDBW,2020-10-26,91,2742
4275,NRA1933,2020-10-26,0,500
4276,AUBALLAR,2020-10-23,8,362
4277,US151870,2020-10-23,0,228
4278,CNZGCDBW,2020-10-23,90,2742
4279,TWNAKANG,2020-10-23,0,286
4280,NRA1933,2020-10-23,0,500
4281,US151870,2020-10-22,1,228
4282,AUBALLAR,2020-10-22,18,362
4283,CNZGCDBW,2020-10-22,127,2742
4284,TWNAKANG,2020-10-22,0,286
4285,NRA1933,2020-10-22,0,500
4286,TWNAKANG,2020-10-21,0,286
4287,NRA1933,2020-10-21,0,500
4288,CNZGCDBW,2020-10-21,137,2742
4289,US151870,2020-10-21,1,228
4290,AUBALLAR,2020-10-21,19,362
4291,NRA1933,2020-10-20,0,500
4292,CNZGCDBW,2020-10-20,195,2742
4293,AUBALLAR,2020-10-20,19,362
4294,US151870,2020-10-20,0,228
4295,TWNAKANG,2020-10-20,0,286
4296,TWNAKANG,2020-10-19,0,286
4297,CNZGCDBW,2020-10-19,87,2742
4298,AUBALLAR,2020-10-19,18,362
4299,NRA1933,2020-10-19,0,500
4300,US151870,2020-10-19,0,228
4301,AUBALLAR,2020-10-16,16,362
4302,US151870,2020-10-16,0,228
4303,CNZGCDBW,2020-10-16,108,2742
4304,TWNAKANG,2020-10-16,0,286
4305,NRA1933,2020-10-16,0,500
4306,NRA1933,2020-10-15,0,500
4307,TWNAKANG,2020-10-15,0,286
4308,CNZGCDBW,2020-10-15,157,2742
4309,AUBALLAR,2020-10-15,15,362
4310,US151870,2020-10-15,2,228
4311,US151870,2020-10-14,0,228
4312,CNZGCDBW,2020-10-14,128,2742
4313,TWNAKANG,2020-10-14,0,286
4314,AUBALLAR,2020-10-14,16,362
4315,NRA1933,2020-10-14,0,500
4316,TWNAKANG,2020-10-13,0,286
4317,NRA1933,2020-10-13,0,500
4318,CNZGCDBW,2020-10-13,139,2742
4319,AUBALLAR,2020-10-13,17,362
4320,US151870,2020-10-13,0,228
4321,TWNAKANG,2020-10-12,0,286
4322,NRA1933,2020-10-12,0,500
4323,US151870,2020-10-12,1,228
4324,AUBALLAR,2020-10-12,19,362
4325,CNZGCDBW,2020-10-12,99,2742
4326,US151870,2020-10-09,0,228
4327,CNZGCDBW,2020-10-09,71,2742
4328,TWNAKANG,2020-10-09,0,286
4329,AUBALLAR,2020-10-09,16,362
4330,NRA1933,2020-10-09,1,500
4331,AUBALLAR,2020-10-08,16,362
4332,TWNAKANG,2020-10-08,0,286
4333,US151870,2020-10-08,0,228
4334,CNZGCDBW,2020-10-08,1,2742
4335,NRA1933,2020-10-08,0,500
4336,NRA1933,2020-10-07,0,500
4337,CNZGCDBW,2020-10-07,1,2742
4338,AUBALLAR,2020-10-07,15,362
4339,US151870,2020-10-07,2,228
4340,TWNAKANG,2020-10-07,0,286
4341,US151870,2020-10-06,0,228
4342,AUBALLAR,2020-10-06,14,362
4343,TWNAKANG,2020-10-06,0,286
4344,CNZGCDBW,2020-10-06,1,2742
4345,NRA1933,2020-10-06,1,500
4346,NRA1933,2020-10-05,0,500
4347,US151870,2020-10-05,0,228
4348,AUBALLAR,2020-10-05,16,362
4349,TWNAKANG,2020-10-05,0,286
4350,CNZGCDBW,2020-10-05,0,2742
4351,NRA1933,2020-10-02,0,500
4352,US151870,2020-10-02,0,228
4353,AUBALLAR,2020-10-02,15,362
4354,CNZGCDBW,2020-10-02,1,2742
4355,TWNAKANG,2020-10-02,0,286
4356,US151870,2020-10-01,1,228
4357,NRA1933,2020-10-01,0,500
4358,CNZGCDBW,2020-10-01,2,2742
4359,TWNAKANG,2020-10-01,0,286
4360,AUBALLAR,2020-10-01,14,362
4361,AUBALLAR,2020-09-30,17,362
4362,US151870,2020-09-30,0,228
4363,NRA1933,2020-09-30,2,500
4364,TWNAKANG,2020-09-30,0,286
4365,CNZGCDBW,2020-09-30,47,2742
4366,CNZGCDBW,2020-09-29,80,2742
4367,NRA1933,2020-09-29,1,500
4368,US151870,2020-09-29,0,228
4369,TWNAKANG,2020-09-29,0,286
4370,AUBALLAR,2020-09-29,19,362
4371,US151870,2020-09-28,1,228
4372,TWNAKANG,2020-09-28,0,286
4373,AUBALLAR,2020-09-28,18,362
4374,CNZGCDBW,2020-09-28,83,2742
4375,NRA1933,2020-09-28,0,500
4376,TWNAKANG,2020-09-25,0,286
4377,NRA1933,2020-09-25,0,500
4378,US151870,2020-09-25,1,228
4379,CNZGCDBW,2020-09-25,89,2742
4380,AUBALLAR,2020-09-25,15,362
4381,NRA1933,2020-09-24,0,500
4382,AUBALLAR,2020-09-24,15,362
4383,CNZGCDBW,2020-09-24,139,2742
4384,US151870,2020-09-24,0,228
4385,TWNAKANG,2020-09-24,0,286
4386,NRA1933,2020-09-23,0,500
4387,US151870,2020-09-23,3,228
4388,CNZGCDBW,2020-09-23,72,2742
4389,AUBALLAR,2020-09-23,19,362
4390,TWNAKANG,2020-09-23,0,286
4391,TWNAKANG,2020-09-22,0,286
4392,US151870,2020-09-22,1,228
4393,NRA1933,2020-09-22,0,500
4394,CNZGCDBW,2020-09-22,164,2742
4395,AUBALLAR,2020-09-22,20,362
4396,NRA1933,2020-09-21,1,500
4397,AUBALLAR,2020-09-21,18,362
4398,CNZGCDBW,2020-09-21,102,2742
4399,AUBALLAR,2020-09-18,20,362
4400,NRA1933,2020-09-18,0,500
4401,TWNAKANG,2020-09-18,0,286
4402,US151870,2020-09-18,2,228
4403,CNZGCDBW,2020-09-18,80,2742
4404,US151870,2020-09-17,0,228
4405,AUBALLAR,2020-09-17,15,362
4406,CNZGCDBW,2020-09-17,147,2742
4407,TWNAKANG,2020-09-17,0,286
4408,NRA1933,2020-09-17,0,500
4409,US151870,2020-09-16,3,228
4410,AUBALLAR,2020-09-16,15,362
4411,TWNAKANG,2020-09-16,0,286
4412,NRA1933,2020-09-16,1,500
4413,CNZGCDBW,2020-09-16,141,2742
4414,CNZGCDBW,2020-09-15,140,2742
4415,AUBALLAR,2020-09-15,19,362
4416,US151870,2020-09-15,1,228
4417,TWNAKANG,2020-09-15,0,286
4418,NRA1933,2020-09-15,0,500
4419,TWNAKANG,2020-09-14,0,286
4420,US151870,2020-09-14,1,228
4421,AUBALLAR,2020-09-14,17,362
4422,NRA1933,2020-09-14,0,500
4423,CNZGCDBW,2020-09-14,96,2742
4424,NRA1933,2020-09-11,1,500
4425,AUBALLAR,2020-09-11,16,362
4426,TWNAKANG,2020-09-11,0,286
4427,CNZGCDBW,2020-09-11,89,2742
4428,US151870,2020-09-11,1,228
4429,CNZGCDBW,2020-09-10,128,2742
4430,NRA1933,2020-09-10,0,500
4431,US151870,2020-09-10,0,228
4432,AUBALLAR,2020-09-10,17,362
4433,TWNAKANG,2020-09-10,0,286
4434,AUBALLAR,2020-09-09,18,362
4435,US151870,2020-09-09,0,228
4436,CNZGCDBW,2020-09-09,136,2742
4437,TWNAKANG,2020-09-09,0,286
4438,NRA1933,2020-09-09,0,500
4439,CNZGCDBW,2020-09-08,150,2742
4440,TWNAKANG,2020-09-08,0,286
4441,NRA1933,2020-09-08,0,500
4442,US151870,2020-09-08,2,228
4443,AUBALLAR,2020-09-08,17,362
4444,TWNAKANG,2020-09-07,0,286
4445,NRA1933,2020-09-07,0,500
4446,US151870,2020-09-07,1,228
4447,CNZGCDBW,2020-09-07,83,2742
4448,AUBALLAR,2020-09-07,15,362
4449,NRA1933,2020-09-04,0,500
4450,AUBALLAR,2020-09-04,16,362
4451,US151870,2020-09-04,2,228
4452,TWNAKANG,2020-09-04,0,286
4453,CNZGCDBW,2020-09-04,80,2742
4454,NRA1933,2020-09-03,0,500
4455,US151870,2020-09-03,2,228
4456,AUBALLAR,2020-09-03,13,362
4457,CNZGCDBW,2020-09-03,98,2742
4458,TWNAKANG,2020-09-03,0,286
4459,NRA1933,2020-09-02,2,500
4460,US151870,2020-09-02,6,228
4461,TWNAKANG,2020-09-02,0,286
4462,AUBALLAR,2020-09-02,14,362
4463,CNZGCDBW,2020-09-02,85,2742
4464,NRA1933,2020-09-01,0,500
4465,CNZGCDBW,2020-09-01,97,2742
4466,TWNAKANG,2020-09-01,0,286
4467,US151870,2020-09-01,1,228
4468,AUBALLAR,2020-09-01,15,362
4469,NRA1933,2020-08-31,0,500
4470,TWNAKANG,2020-08-31,0,286
4471,US151870,2020-08-31,1,228
4472,AUBALLAR,2020-08-31,13,362
4473,CNZGCDBW,2020-08-31,76,2742
4474,CNZGCDBW,2020-08-28,53,2742
4475,NRA1933,2020-08-28,0,500
4476,US151870,2020-08-28,0,228
4477,AUBALLAR,2020-08-28,15,362
4478,TWNAKANG,2020-08-28,0,286
4479,US151870,2020-08-27,0,228
4480,NRA1933,2020-08-27,1,500
4481,AUBALLAR,2020-08-27,18,362
4482,TWNAKANG,2020-08-27,0,286
4483,CNZGCDBW,2020-08-27,84,2751
4484,CNZGCDBW,2020-08-26,81,2751
4485,AUBALLAR,2020-08-26,17,362
4486,US151870,2020-08-26,1,228
4487,NRA1933,2020-08-26,0,500
4488,TWNAKANG,2020-08-26,0,286
4489,AUBALLAR,2020-08-25,15,362
4490,CNZGCDBW,2020-08-25,89,2751
4491,TWNAKANG,2020-08-25,0,286
4492,US151870,2020-08-25,0,228
4493,NRA1933,2020-08-25,1,500
4494,US151870,2020-08-24,1,228
4495,TWNAKANG,2020-08-24,0,286
4496,AUBALLAR,2020-08-24,16,362
4497,CNZGCDBW,2020-08-24,75,2751
4498,NRA1933,2020-08-24,0,500
4499,TWNAKANG,2020-08-21,0,286
4500,CNZGCDBW,2020-08-21,56,2751
4501,NRA1933,2020-08-21,1,500
4502,US151870,2020-08-21,0,228
4503,AUBALLAR,2020-08-21,16,362
4504,NRA1933,2020-08-20,2,500
4505,US151870,2020-08-20,1,228
4506,AUBALLAR,2020-08-20,12,362
4507,CNZGCDBW,2020-08-20,78,2751
4508,TWNAKANG,2020-08-20,0,286
4509,NRA1933,2020-08-19,1,500
4510,US151870,2020-08-19,0,228
4511,CNZGCDBW,2020-08-19,83,2751
4512,TWNAKANG,2020-08-19,0,286
4513,AUBALLAR,2020-08-19,18,362
4514,CNZGCDBW,2020-08-18,97,2751
4515,NRA1933,2020-08-18,0,500
4516,TWNAKANG,2020-08-18,0,286
4517,US151870,2020-08-18,1,228
4518,AUBALLAR,2020-08-18,13,362
4519,AUBALLAR,2020-08-17,13,362
4520,NRA1933,2020-08-17,0,500
4521,US151870,2020-08-17,1,228
4522,CNZGCDBW,2020-08-17,59,2751
4523,TWNAKANG,2020-08-17,0,286
4524,NRA1933,2020-08-14,0,500
4525,CNZGCDBW,2020-08-14,55,2751
4526,US151870,2020-08-14,1,228
4527,TWNAKANG,2020-08-14,0,286
4528,AUBALLAR,2020-08-14,14,362
4529,TWNAKANG,2020-08-13,0,286
4530,US151870,2020-08-13,0,228
4531,CNZGCDBW,2020-08-13,83,2751
4532,NRA1933,2020-08-13,1,500
4533,AUBALLAR,2020-08-13,12,362
4534,NRA1933,2020-08-12,0,500
4535,TWNAKANG,2020-08-12,0,286
4536,AUBALLAR,2020-08-12,14,362
4537,CNZGCDBW,2020-08-12,22,2751
4538,US151870,2020-08-12,0,228
4539,AUBALLAR,2020-08-11,15,362
4540,CNZGCDBW,2020-08-11,105,2751
4541,TWNAKANG,2020-08-11,0,286
4542,US151870,2020-08-11,0,228
4543,NRA1933,2020-08-11,0,500
4544,AUBALLAR,2020-08-10,17,362
4545,NRA1933,2020-08-10,0,500
4546,TWNAKANG,2020-08-10,0,286
4547,US151870,2020-08-10,0,228
4548,CNZGCDBW,2020-08-10,72,2751
4549,TWNAKANG,2020-08-07,0,286
4550,CNZGCDBW,2020-08-07,49,2751
4551,NRA1933,2020-08-07,0,500
4552,US151870,2020-08-07,0,228
4553,AUBALLAR,2020-08-07,16,362
4554,CNZGCDBW,2020-08-06,71,2751
4555,TWNAKANG,2020-08-06,0,286
4556,NRA1933,2020-08-06,0,500
4557,US151870,2020-08-06,0,228
4558,AUBALLAR,2020-08-06,10,362
4559,AUBALLAR,2020-08-05,13,362
4560,CNZGCDBW,2020-08-05,75,2751
4561,NRA1933,2020-08-05,1,500
4562,US151870,2020-08-05,0,228
4563,TWNAKANG,2020-08-05,0,286
4564,US151870,2020-08-04,0,228
4565,AUBALLAR,2020-08-04,17,362
4566,CNZGCDBW,2020-08-04,77,2751
4567,NRA1933,2020-08-04,0,500
4568,TWNAKANG,2020-08-04,0,286
4569,TWNAKANG,2020-08-03,0,286
4570,CNZGCDBW,2020-08-03,58,2751
4571,AUBALLAR,2020-08-03,14,362
4572,NRA1933,2020-07-31,0,500
4573,US151870,2020-07-31,1,228
4574,AUBALLAR,2020-07-31,17,362
4575,CNZGCDBW,2020-07-31,42,2751
4576,TWNAKANG,2020-07-31,0,286
4577,NRA1933,2020-07-30,0,500
4578,TWNAKANG,2020-07-30,0,286
4579,AUBALLAR,2020-07-30,13,362
4580,CNZGCDBW,2020-07-30,60,2751
4581,US151870,2020-07-30,0,228
4582,AUBALLAR,2020-07-29,14,362
4583,US151870,2020-07-29,0,228
4584,NRA1933,2020-07-29,0,500
4585,CNZGCDBW,2020-07-29,62,2751
4586,TWNAKANG,2020-07-29,0,286
4587,TWNAKANG,2020-07-28,0,286
4588,NRA1933,2020-07-28,0,500
4589,US151870,2020-07-28,0,228
4590,CNZGCDBW,2020-07-28,74,2751
4591,AUBALLAR,2020-07-28,18,362
4592,NRA1933,2020-07-27,0,500
4593,AUBALLAR,2020-07-27,17,362
4594,US151870,2020-07-27,0,228
4595,CNZGCDBW,2020-07-27,55,2751
4596,US151870,2020-07-24,0,228
4597,AUBALLAR,2020-07-24,16,362
4598,CNZGCDBW,2020-07-24,48,2751
4599,TWNAKANG,2020-07-24,0,286
4600,NRA1933,2020-07-24,1,500
4601,US151870,2020-07-23,0,228
4602,AUBALLAR,2020-07-23,14,362
4603,TWNAKANG,2020-07-23,0,286
4604,CNZGCDBW,2020-07-23,57,2751
4605,NRA1933,2020-07-23,0,500
4606,CNZGCDBW,2020-07-22,57,2751
4607,NRA1933,2020-07-22,0,500
4608,US151870,2020-07-22,0,228
4609,AUBALLAR,2020-07-22,15,362
4610,TWNAKANG,2020-07-22,0,286
4611,NRA1933,2020-07-21,0,500
4612,US151870,2020-07-21,0,228
4613,AUBALLAR,2020-07-21,11,362
4614,CNZGCDBW,2020-07-21,50,2751
4615,TWNAKANG,2020-07-21,0,286
4616,NRA1933,2020-07-20,0,500
4617,TWNAKANG,2020-07-20,0,286
4618,CNZGCDBW,2020-07-20,53,2751
4619,US151870,2020-07-20,0,228
4620,AUBALLAR,2020-07-20,12,362
4621,NRA1933,2020-07-17,0,500
4622,TWNAKANG,2020-07-17,0,286
4623,CNZGCDBW,2020-07-17,28,2751
4624,AUBALLAR,2020-07-17,9,362
4625,US151870,2020-07-17,0,228
4626,AUBALLAR,2020-07-16,15,362
4627,CNZGCDBW,2020-07-16,48,2751
4628,NRA1933,2020-07-16,0,500
4629,US151870,2020-07-16,0,228
4630,TWNAKANG,2020-07-16,0,286
4631,NRA1933,2020-07-15,0,500
4632,US151870,2020-07-15,0,228
4633,TWNAKANG,2020-07-15,0,286
4634,CNZGCDBW,2020-07-15,35,2751
4635,AUBALLAR,2020-07-15,12,362
4636,US151870,2020-07-14,0,228
4637,AUBALLAR,2020-07-14,13,362
4638,NRA1933,2020-07-14,0,500
4639,TWNAKANG,2020-07-14,0,286
4640,CNZGCDBW,2020-07-14,36,2751
4641,NRA1933,2020-07-13,0,500
4642,CNZGCDBW,2020-07-13,39,2751
4643,TWNAKANG,2020-07-13,0,286
4644,AUBALLAR,2020-07-13,8,362
4645,US151870,2020-07-13,0,228
4646,NRA1933,2020-07-10,0,500
4647,AUBALLAR,2020-07-10,17,362
4648,CNZGCDBW,2020-07-10,39,2751
4649,US151870,2020-07-10,1,228
4650,TWNAKANG,2020-07-10,0,286
4651,NRA1933,2020-07-09,0,500
4652,US151870,2020-07-09,0,228
4653,CNZGCDBW,2020-07-09,33,2751
4654,TWNAKANG,2020-07-09,0,286
4655,AUBALLAR,2020-07-09,12,362
4656,US151870,2020-07-08,0,228
4657,CNZGCDBW,2020-07-08,28,2751
4658,AUBALLAR,2020-07-08,13,362
4659,TWNAKANG,2020-07-08,0,286
4660,NRA1933,2020-07-08,1,500
4661,AUBALLAR,2020-07-07,14,362
4662,CNZGCDBW,2020-07-07,46,2751
4663,NRA1933,2020-07-07,1,500
4664,TWNAKANG,2020-07-07,0,286
4665,US151870,2020-07-07,1,228
4666,TWNAKANG,2020-07-06,0,286
4667,NRA1933,2020-07-06,0,500
4668,CNZGCDBW,2020-07-06,36,2751
4669,US151870,2020-07-06,0,228
4670,AUBALLAR,2020-07-06,19,362
4671,NRA1933,2020-07-03,0,500
4672,AUBALLAR,2020-07-03,16,362
4673,CNZGCDBW,2020-07-03,33,2751
4674,TWNAKANG,2020-07-03,0,286
4675,NRA1933,2020-07-02,0,500
4676,TWNAKANG,2020-07-02,0,286
4677,US151870,2020-07-02,0,228
4678,CNZGCDBW,2020-07-02,21,2751
4679,AUBALLAR,2020-07-02,12,362
4680,US151870,2020-07-01,0,228
4681,AUBALLAR,2020-07-01,8,362
4682,CNZGCDBW,2020-07-01,22,2751
4683,TWNAKANG,2020-07-01,0,286
4684,NRA1933,2020-07-01,0,500
4685,US151870,2020-06-30,0,228
4686,AUBALLAR,2020-06-30,15,362
4687,CNZGCDBW,2020-06-30,18,2751
4688,TWNAKANG,2020-06-30,0,286
4689,NRA1933,2020-06-30,0,500
4690,AUBALLAR,2020-06-29,18,362
4691,NRA1933,2020-06-29,0,500
4692,US151870,2020-06-29,0,228
4693,CNZGCDBW,2020-06-29,27,2751
4694,TWNAKANG,2020-06-29,0,286
4695,AUBALLAR,2020-06-26,19,362
4696,US151870,2020-06-26,0,228
4697,CNZGCDBW,2020-06-26,2,2751
4698,NRA1933,2020-06-26,0,500
4699,TWNAKANG,2020-06-26,0,286
4700,US151870,2020-06-25,0,228
4701,AUBALLAR,2020-06-25,20,362
4702,NRA1933,2020-06-25,0,500
4703,TWNAKANG,2020-06-25,0,286
4704,CNZGCDBW,2020-06-25,4,2751
4705,CNZGCDBW,2020-06-24,34,2751
4706,AUBALLAR,2020-06-24,19,362
4707,NRA1933,2020-06-24,0,500
4708,US151870,2020-06-24,0,228
4709,TWNAKANG,2020-06-24,0,286
4710,TWNAKANG,2020-06-23,0,286
4711,AUBALLAR,2020-06-23,18,362
4712,NRA1933,2020-06-23,1,500
4713,US151870,2020-06-23,0,228
4714,CNZGCDBW,2020-06-23,30,2751
4715,US151870,2020-06-22,0,228
4716,TWNAKANG,2020-06-22,0,286
4717,CNZGCDBW,2020-06-22,28,2751
4718,AUBALLAR,2020-06-22,16,362
4719,NRA1933,2020-06-22,0,500
4720,TWNAKANG,2020-06-19,0,286
4721,CNZGCDBW,2020-06-19,27,2751
4722,AUBALLAR,2020-06-19,9,362
4723,US151870,2020-06-19,0,228
4724,NRA1933,2020-06-19,0,500
4725,CNZGCDBW,2020-06-18,26,2751
4726,TWNAKANG,2020-06-18,0,286
4727,AUBALLAR,2020-06-18,19,362
4728,NRA1933,2020-06-18,0,500
4729,US151870,2020-06-18,0,228
4730,US151870,2020-06-17,0,228
4731,TWNAKANG,2020-06-17,0,286
4732,AUBALLAR,2020-06-17,15,362
4733,CNZGCDBW,2020-06-17,44,2751
4734,NRA1933,2020-06-17,0,500
4735,AUBALLAR,2020-06-16,19,362
4736,TWNAKANG,2020-06-16,0,286
4737,US151870,2020-06-16,0,228
4738,CNZGCDBW,2020-06-16,65,2751
4739,NRA1933,2020-06-16,0,500
4740,CNZGCDBW,2020-06-15,63,2751
4741,TWNAKANG,2020-06-15,0,286
4742,NRA1933,2020-06-15,0,500
4743,US151870,2020-06-15,0,228
4744,AUBALLAR,2020-06-15,18,362
4745,CNZGCDBW,2020-06-12,82,2751
4746,NRA1933,2020-06-12,0,500
4747,US151870,2020-06-12,0,228
4748,TWNAKANG,2020-06-12,0,286
4749,AUBALLAR,2020-06-12,21,362
4750,NRA1933,2020-06-11,1,500
4751,TWNAKANG,2020-06-11,0,286
4752,AUBALLAR,2020-06-11,11,362
4753,CNZGCDBW,2020-06-11,92,2751
4754,US151870,2020-06-11,0,228
4755,TWNAKANG,2020-06-10,0,286
4756,AUBALLAR,2020-06-10,14,362
4757,NRA1933,2020-06-10,0,500
4758,CNZGCDBW,2020-06-10,126,2751
4759,US151870,2020-06-10,0,228
4760,TWNAKANG,2020-06-09,0,286
4761,AUBALLAR,2020-06-09,10,362
4762,CNZGCDBW,2020-06-09,108,2751
4763,US151870,2020-06-09,1,228
4764,NRA1933,2020-06-09,0,500
4765,US151870,2020-06-08,0,228
4766,TWNAKANG,2020-06-08,0,286
4767,CNZGCDBW,2020-06-08,19,2751
4768,AUBALLAR,2020-06-08,2,362
4769,NRA1933,2020-06-08,0,500
4770,AUBALLAR,2020-06-05,15,362
4771,NRA1933,2020-06-05,0,500
4772,US151870,2020-06-05,0,228
4773,CNZGCDBW,2020-06-05,60,2751
4774,NRA1933,2020-06-04,0,500
4775,CNZGCDBW,2020-06-04,81,2751
4776,AUBALLAR,2020-06-04,11,362
4777,US151870,2020-06-04,0,228
4778,AUBALLAR,2020-06-03,10,362
4779,NRA1933,2020-06-03,0,500
4780,CNZGCDBW,2020-06-03,77,2751
4781,US151870,2020-06-03,0,228
4782,US151870,2020-06-02,0,228
4783,NRA1933,2020-06-02,0,500
4784,AUBALLAR,2020-06-02,10,362
4785,TWNAKANG,2020-06-02,0,286
4786,CNZGCDBW,2020-06-02,72,2751
4787,NRA1933,2020-06-01,0,500
4788,US151870,2020-06-01,0,228
4789,CNZGCDBW,2020-06-01,42,2751
4790,TWNAKANG,2020-06-01,0,286
4791,AUBALLAR,2020-06-01,9,362
4792,TWNAKANG,2020-05-29,0,286
4793,US151870,2020-05-29,0,228
4794,CNZGCDBW,2020-05-29,71,2751
4795,AUBALLAR,2020-05-29,11,362
4796,NRA1933,2020-05-29,0,500
4797,AUBALLAR,2020-05-28,14,363
4798,NRA1933,2020-05-28,0,500
4799,CNZGCDBW,2020-05-28,72,2751
4800,US151870,2020-05-28,0,228
4801,TWNAKANG,2020-05-28,0,286
4802,US151870,2020-05-27,0,228
4803,NRA1933,2020-05-27,0,500
4804,AUBALLAR,2020-05-27,10,363
4805,TWNAKANG,2020-05-27,0,286
4806,CNZGCDBW,2020-05-27,73,2751
4807,TWNAKANG,2020-05-26,0,286
4808,NRA1933,2020-05-26,0,500
4809,CNZGCDBW,2020-05-26,69,2751
4810,AUBALLAR,2020-05-26,9,363
4811,US151870,2020-05-26,0,228
4812,NRA1933,2020-05-25,0,500
4813,TWNAKANG,2020-05-25,0,286
4814,CNZGCDBW,2020-05-25,75,2751
4815,AUBALLAR,2020-05-25,16,363
4816,TWNAKANG,2020-05-22,0,286
4817,CNZGCDBW,2020-05-22,79,2751
4818,NRA1933,2020-05-22,0,500
4819,US151870,2020-05-22,0,228
4820,AUBALLAR,2020-05-22,14,363
4821,US151870,2020-05-21,1,228
4822,NRA1933,2020-05-21,0,500
4823,TWNAKANG,2020-05-21,0,286
4824,AUBALLAR,2020-05-21,18,363
4825,CNZGCDBW,2020-05-21,94,2751
4826,TWNAKANG,2020-05-20,0,286
4827,CNZGCDBW,2020-05-20,84,2751
4828,NRA1933,2020-05-20,0,500
4829,AUBALLAR,2020-05-20,11,363
4830,US151870,2020-05-20,0,228
4831,NRA1933,2020-05-19,1,500
4832,AUBALLAR,2020-05-19,14,363
4833,CNZGCDBW,2020-05-19,97,2751
4834,US151870,2020-05-19,0,228
4835,TWNAKANG,2020-05-19,0,286
4836,TWNAKANG,2020-05-18,0,286
4837,US151870,2020-05-18,1,228
4838,CNZGCDBW,2020-05-18,97,2751
4839,NRA1933,2020-05-18,0,500
4840,AUBALLAR,2020-05-18,19,363
4841,AUBALLAR,2020-05-15,13,363
4842,TWNAKANG,2020-05-15,0,286
4843,NRA1933,2020-05-15,0,500
4844,US151870,2020-05-15,0,228
4845,CNZGCDBW,2020-05-15,76,2751
4846,NRA1933,2020-05-14,1,500
4847,CNZGCDBW,2020-05-14,87,2751
4848,US151870,2020-05-14,0,228
4849,TWNAKANG,2020-05-14,0,286
4850,AUBALLAR,2020-05-14,16,363
4851,NRA1933,2020-05-13,0,500
4852,US151870,2020-05-13,0,228
4853,AUBALLAR,2020-05-13,15,363
4854,CNZGCDBW,2020-05-13,81,2751
4855,TWNAKANG,2020-05-13,0,286
4856,AUBALLAR,2020-05-12,16,363
4857,US151870,2020-05-12,0,228
4858,NRA1933,2020-05-12,0,500
4859,TWNAKANG,2020-05-12,0,286
4860,CNZGCDBW,2020-05-12,60,2751
4861,CNZGCDBW,2020-05-11,74,2751
4862,TWNAKANG,2020-05-11,0,286
4863,AUBALLAR,2020-05-11,15,363
4864,NRA1933,2020-05-11,0,500
4865,US151870,2020-05-11,0,228
4866,TWNAKANG,2020-05-08,0,286
4867,US151870,2020-05-08,1,228
4868,CNZGCDBW,2020-05-08,13,2751
4869,AUBALLAR,2020-05-08,14,363
4870,NRA1933,2020-05-08,0,500
4871,US151870,2020-05-07,1,228
4872,AUBALLAR,2020-05-07,12,363
4873,NRA1933,2020-05-07,0,500
4874,CNZGCDBW,2020-05-07,19,2751
4875,TWNAKANG,2020-05-07,0,286
4876,NRA1933,2020-05-06,0,500
4877,US151870,2020-05-06,0,228
4878,CNZGCDBW,2020-05-06,8,2751
4879,TWNAKANG,2020-05-06,0,286
4880,AUBALLAR,2020-05-06,10,363
4881,AUBALLAR,2020-05-05,14,363
4882,NRA1933,2020-05-05,0,500
4883,TWNAKANG,2020-05-05,0,286
4884,CNZGCDBW,2020-05-05,7,2751
4885,US151870,2020-05-05,0,228
4886,TWNAKANG,2020-05-04,0,286
4887,NRA1933,2020-05-04,0,500
4888,US151870,2020-05-04,0,228
4889,CNZGCDBW,2020-05-04,5,2751
4890,AUBALLAR,2020-05-04,10,363
4891,AUBALLAR,2020-05-01,16,363
4892,NRA1933,2020-05-01,0,500
4893,CNZGCDBW,2020-05-01,4,2751
4894,US151870,2020-05-01,0,228
4895,CNZGCDBW,2020-04-30,49,2751
4896,TWNAKANG,2020-04-30,0,286
4897,AUBALLAR,2020-04-30,15,363
4898,TWNAKANG,2020-04-29,0,286
4899,US151870,2020-04-29,0,228
4900,CNZGCDBW,2020-04-29,41,2751
4901,AUBALLAR,2020-04-29,12,363
4902,NRA1933,2020-04-29,0,500
4903,TWNAKANG,2020-04-28,0,286
4904,US151870,2020-04-28,0,228
4905,AUBALLAR,2020-04-28,12,363
4906,NRA1933,2020-04-28,0,500
4907,CNZGCDBW,2020-04-28,49,2751
4908,CNZGCDBW,2020-04-27,46,2751
4909,US151870,2020-04-27,0,228
4910,TWNAKANG,2020-04-27,0,286
4911,NRA1933,2020-04-27,1,500
4912,AUBALLAR,2020-04-27,18,363
4913,NRA1933,2020-04-24,0,500
4914,US151870,2020-04-24,1,228
4915,TWNAKANG,2020-04-24,0,286
4916,AUBALLAR,2020-04-24,14,363
4917,CNZGCDBW,2020-04-24,52,2751
4918,US151870,2020-04-23,1,228
4919,AUBALLAR,2020-04-23,16,363
4920,TWNAKANG,2020-04-23,0,286
4921,CNZGCDBW,2020-04-23,50,2751
4922,NRA1933,2020-04-23,0,500
4923,AUBALLAR,2020-04-22,15,363
